occurrence_id,original_identifier,original_reference_number,original_location,section,container,original_context,identity_title,identity_authors,identity_year,identity_doi,bibtex_key,entry_origin,old_bib_key,entry_sources,match_evidence,status,current_number,target_tex,target_line,compiler_resolved,pending_issue,evidence_urls,access_date,word_source,old_bib_path,word_reference_text
C028,[18],18,word/document.xml / body-109,4.1.1 Datasets,paragraph,"We evaluate AVGZSL performance on three benchmarks: VGGSound-GZSLcls, UCF-GZSLcls, and ActivityNet-GZSLcls. VGGSound-GZSLcls is constructed from VGGSound [17] and contains 276 classes, initially divided into 138 seen and 138 unseen classes. It covers diverse scenes involving animals, households, music, nature, people, sports, tools, and vehicles. UCF-GZSLcls is derived from the UCF101 action-recognition dataset [18] and contains 51 classes, initially divided into 30 seen and 21 unseen classes. Its daily activities and sports include fencing, playing the piano, and diving. ActivityNet-GZSLcls is based on ActivityNet [19] and contains 200 daily-activity classes, initially divided into 99 seen and 101 unseen classes. Its longer videos and complex scenes pose additional challenges for temporal grounding and audio-visual fusion.",UCF101: A Dataset of 101 Human Action Classes from Videos in the Wild,"Soomro, Khurram and Zamir, Amir Roshan and Shah, Mubarak",2012,,soomro2012ucf101,"old bib, verified against primary metadata",35,ref-18-arxiv.html,"Authors, year and report number agree; singular/plural title variation retained in audit.",identity_verified,18,source/sections/04-experiments.tex,13,True,,https://arxiv.org/abs/1212.0402,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"SOOMRO K, ZAMIR A R, SHAH M. UCF101: a dataset of 101 human action classes from videos in the wild. CRCV-TR-12-01, University of Central Florida, 2012."
C029,[19],19,word/document.xml / body-109,4.1.1 Datasets,paragraph,"We evaluate AVGZSL performance on three benchmarks: VGGSound-GZSLcls, UCF-GZSLcls, and ActivityNet-GZSLcls. VGGSound-GZSLcls is constructed from VGGSound [17] and contains 276 classes, initially divided into 138 seen and 138 unseen classes. It covers diverse scenes involving animals, households, music, nature, people, sports, tools, and vehicles. UCF-GZSLcls is derived from the UCF101 action-recognition dataset [18] and contains 51 classes, initially divided into 30 seen and 21 unseen classes. Its daily activities and sports include fencing, playing the piano, and diving. ActivityNet-GZSLcls is based on ActivityNet [19] and contains 200 daily-activity classes, initially divided into 99 seen and 101 unseen classes. Its longer videos and complex scenes pose additional challenges for temporal grounding and audio-visual fusion.",ActivityNet: A large-scale video benchmark for human activity understanding,"Caba Heilbron, Fabian and Escorcia, Victor and Ghanem, Bernard and Niebles, Juan Carlos",2015,10.1109/CVPR.2015.7298698,heilbron2015activitynet,"old bib, verified against primary metadata",36,ref-19-crossref.json; ref-19-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; First-author family-name boundary agrees with Word.",identity_verified,19,source/sections/04-experiments.tex,13,True,,https://api.crossref.org/works/10.1109%2FCVPR.2015.7298698; https://openaccess.thecvf.com/content_cvpr_2015/html/Heilbron_ActivityNet_A_Large-Scale_2015_CVPR_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"CABA HEILBRON F, ESCORCIA V, GHANEM B, et al. ActivityNet: a large-scale video benchmark for human activity understanding In: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR). 2015: 961-970."
C030,[20],20,word/document.xml / body-116,4.1.2 Implementation Details,paragraph,"We implement the model in PyTorch on a workstation equipped with an Intel Core i9-14900KF CPU, 128 GB of RAM, and an NVIDIA GeForce RTX 3090 Ti GPU, running Ubuntu 24.04. We use Adam [20] to optimize the class embeddings with a learning rate of  a joint-objective trade-off coefficient of  and a margin coefficient of  The class embeddings are then fixed, and the main network is trained with  in (31). For the main network, Adam uses   a weight decay of  and a batch size of 64. We set the number of Gaussian experts in CGTA to  the number of layers in each decoupled interaction branch to  and the number of attention heads to 8. The temperature of the similarity function is ",Adam: A Method for Stochastic Optimization,Diederik P. Kingma and Jimmy Ba,2015,,kingma2015adam,"old bib, verified against primary metadata",37,ref-20-iclr.html,Official ICLR record of the 2015 paper and authors.,identity_verified_pagination_unverified,20,source/sections/04-experiments.tex,28,True,BIB-PAGES-ADAM: ICLR 2015 pagination is neither supplied by Word nor independently verified. Leave pages empty rather than inventing a range.,https://blog.iclr.cc/2025/04/14/announcing-the-test-of-time-award-winners-from-iclr-2015/,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"KINGMA D P, BA J. Adam: a method for stochastic optimization In: Proceedings of the International Conference on Learning Representations (ICLR). 2015."
C031,[3]–[5],3,word/document.xml / body-117,4.1.2 Implementation Details,paragraph,"Following the two-stage training and evaluation protocol in [3]–[5], we first use the validation samples corresponding to  and  to select hyperparameters, the seen-class calibration coefficient  and the best number of training epochs. The initial learning rates for the three datasets, in the order listed above, are   and  with 15, 20, and 15 training epochs, respectively. In Stage II, we retrain the model on the union of the training set and both validation subsets using the settings selected in Stage I. Final test results are obtained by evaluating the Stage II model. All other experimental settings follow ClipClap-GZSL.",Audio-Visual Generalised Zero-Shot Learning With Cross-Modal Attention and Language,"Mercea, Otniel-Bogdan and Riesch, Lukas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1109/CVPR52688.2022.01030,mercea2022avca,"old bib, verified against primary metadata",1,ref-03-crossref.json; ref-03-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,3,source/sections/04-experiments.tex,31,True,,https://api.crossref.org/works/10.1109%2FCVPR52688.2022.01030; https://openaccess.thecvf.com/content/CVPR2022/html/Mercea_Audio-Visual_Generalised_Zero-Shot_Learning_With_Cross-Modal_Attention_and_Language_CVPR_2022_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, RIESCH L, KOEPKE A S, et al. Audio-visual generalised zero-shot learning with cross-modal attention and language In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2022: 10553-10563."
C031,[3]–[5],4,word/document.xml / body-117,4.1.2 Implementation Details,paragraph,"Following the two-stage training and evaluation protocol in [3]–[5], we first use the validation samples corresponding to  and  to select hyperparameters, the seen-class calibration coefficient  and the best number of training epochs. The initial learning rates for the three datasets, in the order listed above, are   and  with 15, 20, and 15 training epochs, respectively. In Stage II, we retrain the model on the union of the training set and both validation subsets using the settings selected in Stage I. Final test results are obtained by evaluating the Stage II model. All other experimental settings follow ClipClap-GZSL.",Audio-Visual Generalized Zero-Shot Learning using Pre-Trained Large Multi-Modal Models,"Kurzend\""{o}rfer, David and Mercea, Otniel-Bogdan and Koepke, A. Sophia and Akata, Zeynep",2024,10.1109/CVPRW63382.2024.00269,kurzendorfer2024clipclap,"old bib, verified against primary metadata",2,ref-04-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,4,source/sections/04-experiments.tex,31,True,,https://api.crossref.org/works/10.1109%2FCVPRW63382.2024.00269,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"KURZENDÖRFER D, MERCEA O B, KOEPKE A S, et al. Audio-visual generalized zero-shot learning using pre-trained large multi-modal models In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW). 2024: 2627-2638."
C031,[3]–[5],5,word/document.xml / body-117,4.1.2 Implementation Details,paragraph,"Following the two-stage training and evaluation protocol in [3]–[5], we first use the validation samples corresponding to  and  to select hyperparameters, the seen-class calibration coefficient  and the best number of training epochs. The initial learning rates for the three datasets, in the order listed above, are   and  with 15, 20, and 15 training epochs, respectively. In Stage II, we retrain the model on the union of the training set and both validation subsets using the settings selected in Stage I. Final test results are obtained by evaluating the Stage II model. All other experimental settings follow ClipClap-GZSL.",Temporal and Cross-modal Attention for Audio-Visual Zero-Shot Learning,"Mercea, Otniel-Bogdan and Hummel, Thomas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1007/978-3-031-20044-1_28,mercea2022tcaf,"old bib, verified against primary metadata",5,ref-05-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,5,source/sections/04-experiments.tex,31,True,,https://api.crossref.org/works/10.1007%2F978-3-031-20044-1_28,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, HUMMEL T, KOEPKE A S, et al. Temporal and cross-modal attention for audio-visual zero-shot learning In: Proceedings of the European Conference on Computer Vision (ECCV). 2022: 488-505."
C032,[21],21,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",DeViSE: A Deep Visual-Semantic Embedding Model,"Frome, Andrea and Corrado, Greg S and Shlens, Jon and Bengio, Samy and Dean, Jeff and Ranzato, Marc'Aurelio and Mikolov, Tomas",2013,,frome2013devise,"old bib, verified against primary metadata",38,ref-21-neurips.bib,"Exact title, authors, year and proceedings entry.",identity_verified,21,source/sections/04-experiments.tex,43,True,,https://papers.nips.cc/paper_files/paper/2013/file/7cce53cf90577442771720a370c3c723-Bibtex.bib,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"FROME A, CORRADO G S, SHLENS J, et al. DeViSE: a deep visual-semantic embedding model In: Advances in Neural Information Processing Systems (NeurIPS). 2013: 2121-2129."
C033,[22],22,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Label-Embedding for Image Classification,"Akata, Zeynep and Perronnin, Florent and Harchaoui, Zaid and Schmid, Cordelia",2016,10.1109/TPAMI.2015.2487986,akata2016ale,"old bib, verified against primary metadata",39,ref-22-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,22,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FTPAMI.2015.2487986,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"AKATA Z, PERRONNIN F, HARCHAOUI Z, et al. Label-embedding for image classification. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2016, 38(7): 1425-1438."
C034,[23],23,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Evaluation of output embeddings for fine-grained image classification,"Akata, Zeynep and Reed, Scott and Walter, Daniel and Lee, Honglak and Schiele, Bernt",2015,10.1109/CVPR.2015.7298911,akata2015sje,"old bib, verified against primary metadata",40,ref-23-crossref.json; ref-23-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Honglak Lee name order independently confirmed.",identity_verified,23,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FCVPR.2015.7298911; https://openaccess.thecvf.com/content_cvpr_2015/html/Akata_Evaluation_of_Output_2015_CVPR_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"AKATA Z, REED S, WALTER D, et al. Evaluation of output embeddings for fine-grained image classification In: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR). 2015: 2927-2936."
C035,[24],24,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Attribute Prototype Network for Zero-Shot Learning,"Xu, Wenjia and Xian, Yongqin and Wang, Jiuniu and Schiele, Bernt and Akata, Zeynep",2020,,xu2020apn,Word plus primary metadata,,ref-24-neurips.bib,"Exact title, authors, year and proceedings entry.",identity_verified,24,source/sections/04-experiments.tex,43,True,,https://proceedings.neurips.cc/paper_files/paper/2020/file/fa2431bf9d65058fe34e9713e32d60e6-Bibtex.bib,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"XU W, XIAN Y, WANG J, et al. Attribute prototype network for zero-shot learning In: Advances in Neural Information Processing Systems (NeurIPS). 2020: 21969-21980."
C036,[25],25,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,"Xian, Yongqin and Sharma, Saurabh and Schiele, Bernt and Akata, Zeynep",2019,10.1109/CVPR.2019.01052,xian2019fvaegan,"old bib, verified against primary metadata",42,ref-25-crossref.json; ref-25-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,25,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FCVPR.2019.01052; https://openaccess.thecvf.com/content_CVPR_2019/html/Xian_F-VAEGAN-D2_A_Feature_Generating_Framework_for_Any-Shot_Learning_CVPR_2019_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"XIAN Y, SHARMA S, SCHIELE B, et al. f-VAEGAN-D2: a feature generating framework for any-shot learning In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2019: 10275-10284."
C037,[1],1,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Coordinated Joint Multimodal Embeddings for Generalized Audio-Visual Zero-shot Classification and Retrieval of Videos,"Parida, Kranti Kumar and Matiyali, Neeraj and Guha, Tanaya and Sharma, Gaurav",2020,10.1109/WACV45572.2020.9093438,parida2020cjme,"old bib, verified against primary metadata",3,ref-01-crossref.json; ref-01-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,1,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FWACV45572.2020.9093438; https://openaccess.thecvf.com/content_WACV_2020/html/Parida_Coordinated_Joint_Multimodal_Embeddings_for_Generalized_Audio-Visual_Zero-shot_Classification_and_WACV_2020_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"PARIDA K K, MATIYALI N, GUHA T, et al. Coordinated joint multimodal embeddings for generalized audio-visual zero-shot classification and retrieval of videos In: Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision (WACV). 2020: 3251-3260."
C038,[2],2,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",AVGZSLNet: Audio-Visual Generalized Zero-Shot Learning by Reconstructing Label Features From Multi-Modal Embeddings,"Mazumder, Pratik and Singh, Pravendra and Parida, Kranti Kumar and Namboodiri, Vinay P.",2021,10.1109/WACV48630.2021.00313,mazumder2021avgzslnet,"old bib, verified against primary metadata",4,ref-02-crossref.json; ref-02-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,2,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FWACV48630.2021.00313; https://openaccess.thecvf.com/content/WACV2021/html/Mazumder_AVGZSLNet_Audio-Visual_Generalized_Zero-Shot_Learning_by_Reconstructing_Label_Features_From_WACV_2021_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MAZUMDER P, SINGH P, PARIDA K K, et al. AVGZSLNet: audio-visual generalized zero-shot learning by reconstructing label features from multi-modal embeddings In: Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision (WACV). 2021: 3090-3099."
C039,[3],3,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Audio-Visual Generalised Zero-Shot Learning With Cross-Modal Attention and Language,"Mercea, Otniel-Bogdan and Riesch, Lukas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1109/CVPR52688.2022.01030,mercea2022avca,"old bib, verified against primary metadata",1,ref-03-crossref.json; ref-03-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,3,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FCVPR52688.2022.01030; https://openaccess.thecvf.com/content/CVPR2022/html/Mercea_Audio-Visual_Generalised_Zero-Shot_Learning_With_Cross-Modal_Attention_and_Language_CVPR_2022_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, RIESCH L, KOEPKE A S, et al. Audio-visual generalised zero-shot learning with cross-modal attention and language In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2022: 10553-10563."
C040,[5],5,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Temporal and Cross-modal Attention for Audio-Visual Zero-Shot Learning,"Mercea, Otniel-Bogdan and Hummel, Thomas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1007/978-3-031-20044-1_28,mercea2022tcaf,"old bib, verified against primary metadata",5,ref-05-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,5,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1007%2F978-3-031-20044-1_28,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, HUMMEL T, KOEPKE A S, et al. Temporal and cross-modal attention for audio-visual zero-shot learning In: Proceedings of the European Conference on Computer Vision (ECCV). 2022: 488-505."
C041,[26],26,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Hyperbolic Audio-visual Zero-shot Learning,"Hong, Jie and Hayder, Zeeshan and Han, Junlin and Fang, Pengfei and Harandi, Mehrtash and Petersson, Lars",2023,10.1109/ICCV51070.2023.00724,hong2023hyperbolic,"old bib, verified against primary metadata",7,ref-26-crossref.json; ref-26-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,26,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FICCV51070.2023.00724; https://openaccess.thecvf.com/content/ICCV2023/html/Hong_Hyperbolic_Audio-visual_Zero-shot_Learning_ICCV_2023_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"HONG J, HAYDER Z, HAN J, et al. Hyperbolic audio-visual zero-shot learning In: Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV). 2023: 7873-7883."
C042,[6],6,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Boosting Audio-visual Zero-shot Learning with Large Language Models,"Chen, Haoxing and Li, Yaohui and Hong, Yan and Huang, Zizheng and Xu, Zhuoer and Gu, Zhangxuan and Lan, Jun and Zhu, Huijia and Wang, Weiqiang",2023,10.48550/arXiv.2311.12268,chen2023kda,"old bib, verified against primary metadata",9,ref-06-arxiv.html,"Full authors, original date, v2 date and arXiv identity.",identity_verified,6,source/sections/04-experiments.tex,43,True,,https://arxiv.org/abs/2311.12268v2,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"CHEN H, LI Y, HONG Y, et al. Boosting audio-visual zero-shot learning with large language models. arXiv:2311.12268, 2023 (v2, 2024). DOI: 10.48550/arXiv.2311.12268."
C043,[28],28,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Spiking Tucker Fusion Transformer for Audio-Visual Zero-Shot Learning,"Li, Wenrui and Wang, Penghong and Xiong, Ruiqin and Fan, Xiaopeng",2024,10.1109/TIP.2024.3430080,li2024stft,"old bib, verified against primary metadata",43,ref-28-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,27,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FTIP.2024.3430080,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"LI W, WANG P, XIONG R, et al. Spiking Tucker fusion transformer for audio-visual zero-shot learning. IEEE Transactions on Image Processing, 2024. DOI: 10.1109/TIP.2024.3430080."
